cellules exporté sur '23/11/2014' 10:16.
 De '01/01/2013' à 31/12/2013.
Lot: BOX VACHES VMS

Numéro de l'animal	Production quotidienne	Cons. en concentrés	Date	Jours en lactation	Lactation
9			01/05/2013		
3514			01/05/2013		
3537			01/05/2013		
8932	10,33	1,4	01/05/2013	507	2
8933	26,01	3,6	01/05/2013	336	2
4990	36,24	4,8	01/05/2013	37	1
4997			01/05/2013		
8970	24,06	4,5	01/05/2013	164	2
3524			01/05/2013		
3509			01/05/2013		
3166	24,98	2,8	01/05/2013	7	2
3500			01/05/2013		
3230			01/05/2013		
3495			01/05/2013		
3129	21,46	3,2	01/05/2013	186	2
3517			01/05/2013		
1			01/05/2013		
4971	12,10	0,8	01/05/2013	187	1
3133	20,59	3,5	01/05/2013	209	2
17			01/05/2013		
5004			01/05/2013		
3216			01/05/2013		
3541			01/05/2013		
3505			01/05/2013		
3537			02/05/2013		
7			02/05/2013		
17			02/05/2013		
5004			02/05/2013		
3138	26,91	4,3	02/05/2013	179	2
9			02/05/2013		
8933	30,74	4,3	02/05/2013	337	2
3129	25,68	3,8	02/05/2013	187	2
3500			02/05/2013		
1			02/05/2013		
3230			02/05/2013		
8959	17,15	2,5	02/05/2013	234	2
4971	16,78	1,2	02/05/2013	188	1
3227			02/05/2013		
4978	12,33	2,1	02/05/2013	180	1
3507			02/05/2013		
3536			02/05/2013		
3509			02/05/2013		
3133	26,19	4,0	02/05/2013	210	2
3504			02/05/2013		
8946	21,29	3,3	02/05/2013	249	3
3166	23,61	2,9	02/05/2013	8	2
3517			02/05/2013		
4965	22,68	3,5	02/05/2013	158	1
3532			02/05/2013		
8970	29,50	5,1	02/05/2013	165	2
4994	22,64	4,0	02/05/2013	118	1
8932	14,18	1,7	02/05/2013	0	3
4977			02/05/2013		
8941	35,02	4,6	02/05/2013	282	2
3140			02/05/2013	572	1
4997			02/05/2013		
3505			02/05/2013		
14			02/05/2013		
3216			02/05/2013		
3524			02/05/2013		
3495			02/05/2013		
3541			02/05/2013		
8936	23,82	3,7	02/05/2013	221	3
4990	36,64	5,1	02/05/2013	38	1
8949	28,31	4,2	02/05/2013	221	3
3514			02/05/2013		
8949	26,54	3,9	03/05/2013	222	3
3514			03/05/2013		
8933	22,51	3,4	03/05/2013	338	2
4971	14,45	0,6	03/05/2013	189	1
14			03/05/2013		
4977			03/05/2013		
7			03/05/2013		
3216			03/05/2013		
4965	19,49	3,2	03/05/2013	159	1
8959	32,53	4,9	03/05/2013	235	2
5004			03/05/2013		
3537			03/05/2013		
8970	27,22	4,9	03/05/2013	166	2
3129	23,17	3,4	03/05/2013	188	2
3230			03/05/2013		
3532			03/05/2013		
3166	23,77	3,3	03/05/2013	9	2
3509			03/05/2013		
3138	24,69	3,8	03/05/2013	180	2
1			03/05/2013		
4994	18,06	3,1	03/05/2013	119	1
8941	27,63	3,5	03/05/2013	283	2
4978	28,42	4,6	03/05/2013	181	1
4997			03/05/2013		
9			03/05/2013		
8936	18,55	3,1	03/05/2013	222	3
3507			03/05/2013		
3517			03/05/2013		
8946	22,86	3,9	03/05/2013	250	3
3505			03/05/2013		
3541			03/05/2013		
3133	22,03	3,6	03/05/2013	211	2
3504			03/05/2013		
3536			03/05/2013		
3495			03/05/2013		
8932	11,47	2,0	03/05/2013	1	3
4990	37,31	5,0	03/05/2013	39	1
3500			03/05/2013		
17			03/05/2013		
3227			03/05/2013		
3140			03/05/2013	573	1
3524			03/05/2013		
8933	31,02	4,5	04/05/2013	339	2
3129	24,52	3,6	04/05/2013	189	2
3536			04/05/2013		
9			04/05/2013		
4965	23,36	3,6	04/05/2013	160	1
4978	20,24	3,5	04/05/2013	182	1
8946	21,28	2,9	04/05/2013	251	3
3507			04/05/2013		
4990	35,83	4,9	04/05/2013	40	1
3504			04/05/2013		
4971	16,54	1,1	04/05/2013	190	1
8936	19,11	3,3	04/05/2013	223	3
3500			04/05/2013		
3541			04/05/2013		
3505			04/05/2013		
8941	32,98	4,8	04/05/2013	284	2
8959	26,80	4,6	04/05/2013	236	2
3509			04/05/2013		
3495			04/05/2013		
1			04/05/2013		
3133	21,09	3,3	04/05/2013	212	2
3524			04/05/2013		
5004			04/05/2013		
3537			04/05/2013		
3230			04/05/2013		
4994	22,02	3,9	04/05/2013	120	1
17			04/05/2013		
3216			04/05/2013		
14			04/05/2013		
3514			04/05/2013		
8932	21,45	2,3	04/05/2013	2	3
8970	27,45	5,2	04/05/2013	167	2
8949	29,66	4,2	04/05/2013	223	3
3517			04/05/2013		
3138	26,01	4,2	04/05/2013	181	2
4977			04/05/2013		
4997			04/05/2013		
3227			04/05/2013		
7			04/05/2013		
3532			04/05/2013		
3140			04/05/2013	574	1
3166	18,54	1,9	04/05/2013	10	2
7			05/05/2013		
8959	30,63	5,0	05/05/2013	237	2
8936	22,72	4,2	05/05/2013	224	3
3514			05/05/2013		
8932	26,04	2,8	05/05/2013	3	3
3524			05/05/2013		
3537			05/05/2013		
4977			05/05/2013		
8946	21,94	3,1	05/05/2013	252	3
3133	20,41	3,5	05/05/2013	213	2
14			05/05/2013		
1			05/05/2013		
3517			05/05/2013		
3509			05/05/2013		
4978	12,80	2,2	05/05/2013	183	1
3166	27,27	3,3	05/05/2013	11	2
3507			05/05/2013		
3138	28,45	4,1	05/05/2013	182	2
17			05/05/2013		
3129	25,31	3,6	05/05/2013	190	2
8941	29,29	3,7	05/05/2013	285	2
5004			05/05/2013		
4997			05/05/2013		
4965	16,66	2,5	05/05/2013	161	1
8933	31,04	4,3	05/05/2013	340	2
3140			05/05/2013	575	1
3230			05/05/2013		
3536			05/05/2013		
9			05/05/2013		
8970	28,00	5,0	05/05/2013	168	2
3495			05/05/2013		
3504			05/05/2013		
3216			05/05/2013		
3500			05/05/2013		
4990	36,67	5,1	05/05/2013	41	1
3541			05/05/2013		
4971	12,10	0,7	05/05/2013	191	1
3227			05/05/2013		
4994	19,70	3,6	05/05/2013	121	1
3532			05/05/2013		
8949	29,68	4,0	05/05/2013	224	3
3505			05/05/2013		
3504			06/05/2013		
3230			06/05/2013		
3216			06/05/2013		
3537			06/05/2013		
8970	28,35	5,1	06/05/2013	169	2
8933	26,44	3,9	06/05/2013	341	2
3133	22,38	3,6	06/05/2013	214	2
4965	28,46	3,9	06/05/2013	162	1
3166	29,98	5,0	06/05/2013	12	2
8936	15,95	2,8	06/05/2013	225	3
8946	20,90	3,3	06/05/2013	253	3
3536			06/05/2013		
3532			06/05/2013		
3507			06/05/2013		
17			06/05/2013		
1			06/05/2013		
3140			06/05/2013	576	1
5004			06/05/2013		
3129	23,59	3,2	06/05/2013	191	2
3227			06/05/2013		
4997			06/05/2013		
8941	24,24	3,4	06/05/2013	286	2
3505			06/05/2013		
3495			06/05/2013		
4971	16,99	1,0	06/05/2013	192	1
4990	26,38	3,8	06/05/2013	42	1
4978	20,25	3,3	06/05/2013	184	1
3138	26,07	4,1	06/05/2013	183	2
8959	27,59	4,8	06/05/2013	238	2
3517			06/05/2013		
14			06/05/2013		
8949	24,90	3,7	06/05/2013	225	3
3524			06/05/2013		
8932	15,85	1,9	06/05/2013	4	3
3514			06/05/2013		
7			06/05/2013		
3500			06/05/2013		
9			06/05/2013		
3541			06/05/2013		
3509			06/05/2013		
4977			06/05/2013		
4994	20,87	3,6	06/05/2013	122	1
4965	22,00	3,4	07/05/2013	163	1
3505			07/05/2013		
8946	20,96	3,4	07/05/2013	254	3
3537			07/05/2013		
3129	25,22	3,8	07/05/2013	192	2
1			07/05/2013		
3507			07/05/2013		
8933	27,77	4,2	07/05/2013	342	2
3517			07/05/2013		
3227			07/05/2013		
8970	26,19	4,9	07/05/2013	170	2
4990	37,56	5,5	07/05/2013	43	1
3495			07/05/2013		
8936	21,46	4,0	07/05/2013	226	3
3133	19,09	3,3	07/05/2013	215	2
8959	27,47	4,7	07/05/2013	239	2
3230			07/05/2013		
14			07/05/2013		
3536			07/05/2013		
3509			07/05/2013		
4978	19,93	3,2	07/05/2013	185	1
4977			07/05/2013		
3524			07/05/2013		
3500			07/05/2013		
8941	31,36	4,5	07/05/2013	287	2
3514			07/05/2013		
8949	17,12	2,7	07/05/2013	226	3
4971	16,27	1,0	07/05/2013	193	1
5004			07/05/2013		
3166	25,77	3,7	07/05/2013	13	2
4997			07/05/2013		
9			07/05/2013		
8932	25,29	3,3	07/05/2013	5	3
3504			07/05/2013		
3532			07/05/2013		
7			07/05/2013		
3140			07/05/2013	577	1
3138	13,93	2,1	07/05/2013	184	2
3216			07/05/2013		
17			07/05/2013		
4994	16,29	3,1	07/05/2013	123	1
3541			07/05/2013		
3140			08/05/2013	578	1
3517			08/05/2013		
8970	27,51	5,0	08/05/2013	171	2
3505			08/05/2013		
8933	25,92	3,8	08/05/2013	343	2
4965	21,15	3,6	08/05/2013	164	1
3536			08/05/2013		
4971	16,32	0,9	08/05/2013	194	1
17			08/05/2013		
1			08/05/2013		
3166	28,01	4,0	08/05/2013	14	2
8959	28,16	4,7	08/05/2013	240	2
4990	37,55	5,4	08/05/2013	44	1
3227			08/05/2013		
3138	26,09	3,5	08/05/2013	185	2
3230			08/05/2013		
3507			08/05/2013		
3509			08/05/2013		
14			08/05/2013		
3532			08/05/2013		
4994	20,75	3,8	08/05/2013	124	1
3504			08/05/2013		
3514			08/05/2013		
3495			08/05/2013		
8932	19,65	3,0	08/05/2013	6	3
3216			08/05/2013		
4978	20,45	3,2	08/05/2013	186	1
3129	23,93	3,4	08/05/2013	193	2
5004			08/05/2013		
4997			08/05/2013		
3541			08/05/2013		
8946	19,45	3,2	08/05/2013	255	3
8936	19,43	3,5	08/05/2013	227	3
7			08/05/2013		
3500			08/05/2013		
3133	21,80	3,6	08/05/2013	216	2
3537			08/05/2013		
8941	30,39	4,1	08/05/2013	288	2
3524			08/05/2013		
9			08/05/2013		
8949	34,88	5,2	08/05/2013	227	3
4977			08/05/2013		
3500			09/05/2013		
8959	37,67	6,5	09/05/2013	241	2
8941	29,04	3,9	09/05/2013	289	2
4971	21,97	1,0	09/05/2013	195	1
9			09/05/2013		
3504			09/05/2013		
8946	22,23	3,5	09/05/2013	256	3
5004			09/05/2013		
3505			09/05/2013		
3129	21,72	3,5	09/05/2013	194	2
3140			09/05/2013	579	1
3227			09/05/2013		
3524			09/05/2013		
3537			09/05/2013		
4997			09/05/2013		
3133	20,90	3,5	09/05/2013	217	2
4978	28,04	4,6	09/05/2013	187	1
8932	22,67	3,6	09/05/2013	7	3
8933	28,01	4,1	09/05/2013	344	2
3495			09/05/2013		
3532			09/05/2013		
4990	32,09	4,8	09/05/2013	45	1
8970	26,67	5,1	09/05/2013	172	2
8936	19,42	3,4	09/05/2013	228	3
4965	17,89	3,9	09/05/2013	165	1
3507			09/05/2013		
3230			09/05/2013		
1			09/05/2013		
17			09/05/2013		
3509			09/05/2013		
3514			09/05/2013		
3517			09/05/2013		
4977			09/05/2013		
3166	30,77	4,3	09/05/2013	15	2
14			09/05/2013		
8949	26,37	4,0	09/05/2013	228	3
7			09/05/2013		
3541			09/05/2013		
3138	34,66	5,2	09/05/2013	186	2
3216			09/05/2013		
3536			09/05/2013		
4994	18,12	3,4	09/05/2013	125	1
4990	33,96	5,2	10/05/2013	46	1
8959	26,76	5,0	10/05/2013	242	2
3500			10/05/2013		
4965	15,16	3,2	10/05/2013	166	1
3504			10/05/2013		
3505			10/05/2013		
3524			10/05/2013		
3227			10/05/2013		
3507			10/05/2013		
3514			10/05/2013		
3517			10/05/2013		
3230			10/05/2013		
4997			10/05/2013		
3536			10/05/2013		
7			10/05/2013		
8941	31,97	4,1	10/05/2013	290	2
3138	26,21	4,1	10/05/2013	187	2
8946	18,16	3,1	10/05/2013	257	3
8932	20,87	3,5	10/05/2013	8	3
3509			10/05/2013		
3133	22,52	3,7	10/05/2013	218	2
4978	11,59	2,9	10/05/2013	188	1
3532			10/05/2013		
8936	20,64	3,6	10/05/2013	229	3
8949	24,74	3,9	10/05/2013	229	3
3140			10/05/2013	580	1
5004			10/05/2013		
4994	19,84	3,7	10/05/2013	126	1
4977			10/05/2013		
1			10/05/2013		
9			10/05/2013		
3537			10/05/2013		
8933	23,13	3,7	10/05/2013	345	2
3495			10/05/2013		
3129	23,26	3,2	10/05/2013	195	2
8970	26,75	4,9	10/05/2013	173	2
17			10/05/2013		
3216			10/05/2013		
4971	10,33	0,8	10/05/2013	196	1
3166	24,66	3,6	10/05/2013	16	2
3541			10/05/2013		
14			10/05/2013		
1			11/05/2013		
3537			11/05/2013		
3509			11/05/2013		
5004			11/05/2013		
8936	19,55	3,5	11/05/2013	230	3
3495			11/05/2013		
3505			11/05/2013		
4971	15,82	1,1	11/05/2013	197	1
8933	27,48	4,1	11/05/2013	346	2
3216			11/05/2013		
3507			11/05/2013		
3230			11/05/2013		
3514			11/05/2013		
8970	29,24	5,4	11/05/2013	174	2
4990	34,18	5,1	11/05/2013	47	1
3129	22,07	3,8	11/05/2013	196	2
4994	18,19	3,5	11/05/2013	127	1
9			11/05/2013		
3532			11/05/2013		
3138	23,90	3,8	11/05/2013	188	2
8959	17,76	3,5	11/05/2013	243	2
4997			11/05/2013		
3504			11/05/2013		
8932	24,68	4,3	11/05/2013	9	3
14			11/05/2013		
3541			11/05/2013		
3133	20,07	3,2	11/05/2013	219	2
3536			11/05/2013		
8946	21,50	3,4	11/05/2013	258	3
4977			11/05/2013		
3227			11/05/2013		
8941	29,60	3,8	11/05/2013	291	2
3524			11/05/2013		
4965	21,27	4,1	11/05/2013	167	1
7			11/05/2013		
8949	24,19	4,1	11/05/2013	230	3
3500			11/05/2013		
3140			11/05/2013	581	1
3517			11/05/2013		
4978	28,76	4,0	11/05/2013	189	1
3166	29,29	4,1	11/05/2013	17	2
17			11/05/2013		
3133	12,28	2,0	12/05/2013	220	2
4971	9,40	0,7	12/05/2013	198	1
4977			12/05/2013		
3216			12/05/2013		
3504			12/05/2013		
3129	14,96	1,9	12/05/2013	197	2
17			12/05/2013		
3500			12/05/2013		
4978	11,11	1,9	12/05/2013	190	1
4965	16,60	2,9	12/05/2013	168	1
9			12/05/2013		
8941	16,26	2,2	12/05/2013	292	2
8932	22,90	3,8	12/05/2013	10	3
3230			12/05/2013		
1			12/05/2013		
3166	31,39	3,9	12/05/2013	18	2
8933	13,90	2,0	12/05/2013	347	2
3138	14,26	2,1	12/05/2013	189	2
3541			12/05/2013		
14			12/05/2013		
3532			12/05/2013		
4997			12/05/2013		
8970	12,97	2,3	12/05/2013	175	2
7			12/05/2013		
3509			12/05/2013		
3227			12/05/2013		
3524			12/05/2013		
8946	19,88	3,2	12/05/2013	259	3
4994	10,55	1,8	12/05/2013	128	1
3505			12/05/2013		
4990	28,77	4,3	12/05/2013	48	1
3517			12/05/2013		
3507			12/05/2013		
3536			12/05/2013		
8936	10,66	1,8	12/05/2013	231	3
8959	27,84	4,7	12/05/2013	244	2
5004			12/05/2013		
3495			12/05/2013		
3514			12/05/2013		
3140			12/05/2013	582	1
8949	14,58	2,2	12/05/2013	231	3
3537			12/05/2013		
3536			13/05/2013		
3537			13/05/2013		
3517			13/05/2013		
3216			13/05/2013		
3230			13/05/2013		
3505			13/05/2013		
14			13/05/2013		
8959	28,29	4,8	13/05/2013	245	2
8941	40,74	4,8	13/05/2013	293	2
8932	23,51	3,8	13/05/2013	11	3
8949	30,99	4,9	13/05/2013	232	3
4990	34,77	5,0	13/05/2013	49	1
3509			13/05/2013		
5004			13/05/2013		
4977			13/05/2013		
4978	26,39	4,4	13/05/2013	191	1
3532			13/05/2013		
3140			13/05/2013	583	1
1			13/05/2013		
3166	32,25	4,4	13/05/2013	19	2
3514			13/05/2013		
3138	30,16	5,0	13/05/2013	190	2
3133	26,81	4,0	13/05/2013	221	2
4965	21,97	3,6	13/05/2013	169	1
3227			13/05/2013		
3524			13/05/2013		
3495			13/05/2013		
4997			13/05/2013		
3504			13/05/2013		
3541			13/05/2013		
8946	25,53	4,5	13/05/2013	260	3
8933	35,58	4,8	13/05/2013	348	2
8936	28,02	4,2	13/05/2013	232	3
3507			13/05/2013		
4994	25,56	4,2	13/05/2013	129	1
3500			13/05/2013		
17			13/05/2013		
7			13/05/2013		
8970	33,68	5,9	13/05/2013	176	2
9			13/05/2013		
3129	29,07	4,3	13/05/2013	198	2
4971	14,71	0,9	13/05/2013	199	1
3166	29,39	3,7	14/05/2013	20	2
8933	22,95	3,3	14/05/2013	349	2
3505			14/05/2013		
8946	20,54	3,5	14/05/2013	261	3
3532			14/05/2013		
3514			14/05/2013		
3495			14/05/2013		
7			14/05/2013		
3230			14/05/2013		
3537			14/05/2013		
4978	19,32	3,3	14/05/2013	192	1
3507			14/05/2013		
3517			14/05/2013		
8970	28,06	5,0	14/05/2013	177	2
3504			14/05/2013		
4977			14/05/2013		
3216			14/05/2013		
8959	38,42	6,5	14/05/2013	246	2
4994	15,34	3,0	14/05/2013	130	1
4965	20,54	3,2	14/05/2013	170	1
3133	20,93	3,3	14/05/2013	222	2
3138	24,13	3,8	14/05/2013	191	2
3140			14/05/2013	584	1
3524			14/05/2013		
8941	30,78	3,5	14/05/2013	294	2
17			14/05/2013		
4997			14/05/2013		
4971	22,02	1,3	14/05/2013	200	1
5004			14/05/2013		
3509			14/05/2013		
3129	25,13	3,4	14/05/2013	199	2
4990	32,23	4,8	14/05/2013	50	1
9			14/05/2013		
3536			14/05/2013		
8932	25,23	4,1	14/05/2013	12	3
1			14/05/2013		
3541			14/05/2013		
8949	25,37	4,0	14/05/2013	233	3
8936	21,03	3,5	14/05/2013	233	3
3227			14/05/2013		
14			14/05/2013		
3500			14/05/2013		
7			15/05/2013		
8946	20,48	3,5	15/05/2013	262	3
4994	19,97	3,8	15/05/2013	131	1
5004			15/05/2013		
4978	20,54	3,8	15/05/2013	193	1
8959	20,48	3,4	15/05/2013	247	2
3230			15/05/2013		
9			15/05/2013		
3524			15/05/2013		
3504			15/05/2013		
17			15/05/2013		
3133	22,14	3,7	15/05/2013	223	2
3505			15/05/2013		
8970	26,71	4,7	15/05/2013	178	2
8949	27,29	4,1	15/05/2013	234	3
3514			15/05/2013		
4990	34,10	5,1	15/05/2013	51	1
3495			15/05/2013		
3216			15/05/2013		
8941	31,09	4,3	15/05/2013	295	2
4997			15/05/2013		
3138	29,09	4,4	15/05/2013	192	2
3532			15/05/2013		
1			15/05/2013		
3166	33,00	4,2	15/05/2013	21	2
8932	25,11	4,0	15/05/2013	13	3
14			15/05/2013		
3536			15/05/2013		
3140			15/05/2013	585	1
4977			15/05/2013		
3500			15/05/2013		
4971	15,98	1,0	15/05/2013	201	1
8933	28,56	4,3	15/05/2013	350	2
3537			15/05/2013		
8936	20,08	3,6	15/05/2013	234	3
3227			15/05/2013		
3541			15/05/2013		
3507			15/05/2013		
3509			15/05/2013		
3129	25,46	3,7	15/05/2013	200	2
4965	25,04	4,1	15/05/2013	171	1
3517			15/05/2013		
3495			16/05/2013		
3230			16/05/2013		
5004			16/05/2013		
3524			16/05/2013		
3133	21,82	3,7	16/05/2013	224	2
4971	15,29	0,6	16/05/2013	202	1
3541			16/05/2013		
8932	26,85	4,0	16/05/2013	14	3
8933	28,47	4,1	16/05/2013	351	2
4997			16/05/2013		
3140			16/05/2013	586	1
17			16/05/2013		
3532			16/05/2013		
4977			16/05/2013		
8936	16,87	3,1	16/05/2013	235	3
4965	12,96	2,0	16/05/2013	172	1
8959	36,28	6,3	16/05/2013	248	2
4978	16,92	3,0	16/05/2013	194	1
8970	29,31	5,0	16/05/2013	179	2
3505			16/05/2013		
3166	31,01	4,0	16/05/2013	22	2
3504			16/05/2013		
3536			16/05/2013		
4990	28,76	4,9	16/05/2013	52	1
3509			16/05/2013		
3138	25,00	3,7	16/05/2013	193	2
3514			16/05/2013		
8949	26,60	3,7	16/05/2013	235	3
3507			16/05/2013		
7			16/05/2013		
8946	19,33	3,4	16/05/2013	263	3
8941	29,18	4,1	16/05/2013	296	2
3537			16/05/2013		
9			16/05/2013		
1			16/05/2013		
3500			16/05/2013		
14			16/05/2013		
3216			16/05/2013		
3517			16/05/2013		
4994	18,40	3,5	16/05/2013	132	1
3129	22,49	3,2	16/05/2013	201	2
3227			16/05/2013		
4990	34,35	5,1	17/05/2013	53	1
3505			17/05/2013		
3532			17/05/2013		
3138	17,69	3,0	17/05/2013	194	2
3514			17/05/2013		
8949	24,87	4,3	17/05/2013	236	3
3129	25,79	3,7	17/05/2013	202	2
3500			17/05/2013		
3524			17/05/2013		
3507			17/05/2013		
9			17/05/2013		
8959	29,19	5,2	17/05/2013	249	2
4965	23,66	3,3	17/05/2013	173	1
3536			17/05/2013		
8970	30,32	5,3	17/05/2013	180	2
8936	20,80	3,8	17/05/2013	236	3
3517			17/05/2013		
3227			17/05/2013		
4977			17/05/2013		
3166	32,52	4,3	17/05/2013	23	2
1			17/05/2013		
8941	28,12	3,9	17/05/2013	297	2
4971	11,97	0,8	17/05/2013	203	1
3230			17/05/2013		
7			17/05/2013		
4994	17,87	3,4	17/05/2013	133	1
17			17/05/2013		
4978	19,17	3,7	17/05/2013	195	1
8932	26,62	4,2	17/05/2013	15	3
3537			17/05/2013		
8933	29,05	4,3	17/05/2013	352	2
3541			17/05/2013		
3495			17/05/2013		
3216			17/05/2013		
3140			17/05/2013	587	1
8946	21,70	3,7	17/05/2013	264	3
3509			17/05/2013		
3504			17/05/2013		
14			17/05/2013		
3133	19,75	3,3	17/05/2013	225	2
4997			17/05/2013		
5004			17/05/2013		
3495			18/05/2013		
8946	20,11	3,3	18/05/2013	265	3
1			18/05/2013		
3537			18/05/2013		
4965	23,36	3,8	18/05/2013	174	1
14			18/05/2013		
3138	25,43	4,4	18/05/2013	195	2
8936	20,07	3,5	18/05/2013	237	3
3227			18/05/2013		
8932	24,11	3,5	18/05/2013	16	3
3536			18/05/2013		
3129	27,08	3,7	18/05/2013	203	2
8949	26,85	4,0	18/05/2013	237	3
4971	17,01	1,2	18/05/2013	204	1
17			18/05/2013		
4977			18/05/2013		
3140			18/05/2013	588	1
3514			18/05/2013		
4997			18/05/2013		
3505			18/05/2013		
3541			18/05/2013		
8941	36,70	4,2	18/05/2013	298	2
3509			18/05/2013		
8933	29,03	4,1	18/05/2013	353	2
3504			18/05/2013		
3133	20,63	3,3	18/05/2013	226	2
7			18/05/2013		
4978	13,52	2,4	18/05/2013	196	1
3166	30,69	4,0	18/05/2013	24	2
8970	27,52	4,7	18/05/2013	181	2
3507			18/05/2013		
3230			18/05/2013		
4990	32,49	5,0	18/05/2013	54	1
3524			18/05/2013		
3517			18/05/2013		
4994	18,42	3,3	18/05/2013	134	1
9			18/05/2013		
5004			18/05/2013		
3216			18/05/2013		
3532			18/05/2013		
3500			18/05/2013		
8959	15,96	2,7	18/05/2013	250	2
3541			19/05/2013		
3227			19/05/2013		
4997			19/05/2013		
17			19/05/2013		
3140			19/05/2013	589	1
4978	19,23	3,2	19/05/2013	197	1
3216			19/05/2013		
7			19/05/2013		
8936	21,66	3,7	19/05/2013	238	3
4994	22,59	4,0	19/05/2013	135	1
3138	27,00	4,4	19/05/2013	196	2
8946	11,70	2,4	19/05/2013	266	3
8933	27,97	4,1	19/05/2013	354	2
3230			19/05/2013		
9			19/05/2013		
8949	29,01	4,0	19/05/2013	238	3
5004			19/05/2013		
3505			19/05/2013		
3514			19/05/2013		
3537			19/05/2013		
8970	31,84	5,4	19/05/2013	182	2
3532			19/05/2013		
3500			19/05/2013		
3166	32,38	4,1	19/05/2013	25	2
14			19/05/2013		
3504			19/05/2013		
8941	31,83	4,2	19/05/2013	299	2
3495			19/05/2013		
3524			19/05/2013		
3536			19/05/2013		
3129	24,52	3,3	19/05/2013	204	2
4971	10,22	0,6	19/05/2013	205	1
4977			19/05/2013		
1			19/05/2013		
8959	43,91	6,6	19/05/2013	251	2
4965	23,78	3,9	19/05/2013	175	1
3507			19/05/2013		
4990	34,70	5,3	19/05/2013	55	1
3517			19/05/2013		
8932	30,61	4,4	19/05/2013	17	3
3509			19/05/2013		
3133	23,19	4,0	19/05/2013	227	2
4971	15,79	0,9	20/05/2013	206	1
8933	25,21	3,4	20/05/2013	355	2
3537			20/05/2013		
3509			20/05/2013		
3230			20/05/2013		
8932	28,45	3,7	20/05/2013	18	3
3505			20/05/2013		
3517			20/05/2013		
8941	30,63	3,6	20/05/2013	300	2
3524			20/05/2013		
3507			20/05/2013		
3514			20/05/2013		
4965	20,51	3,0	20/05/2013	176	1
3541			20/05/2013		
4994	18,50	3,1	20/05/2013	136	1
3216			20/05/2013		
8936	17,44	2,8	20/05/2013	239	3
3133	20,89	3,2	20/05/2013	228	2
8970	25,46	4,1	20/05/2013	183	2
3129	24,56	3,0	20/05/2013	205	2
3138	23,80	3,3	20/05/2013	197	2
8959	17,42	2,9	20/05/2013	252	2
3227			20/05/2013		
4978	26,47	4,2	20/05/2013	198	1
17			20/05/2013		
1			20/05/2013		
7			20/05/2013		
9			20/05/2013		
8946	20,56	3,4	20/05/2013	267	3
4997			20/05/2013		
3500			20/05/2013		
3504			20/05/2013		
3532			20/05/2013		
5004			20/05/2013		
4990	32,53	4,7	20/05/2013	56	1
8949	24,07	3,7	20/05/2013	239	3
3536			20/05/2013		
3166	30,53	3,6	20/05/2013	26	2
14			20/05/2013		
4977			20/05/2013		
3495			20/05/2013		
3140			20/05/2013	590	1
3216			21/05/2013		
3524			21/05/2013		
5004			21/05/2013		
4977			21/05/2013		
3537			21/05/2013		
3505			21/05/2013		
3514			21/05/2013		
8949	23,49	3,8	21/05/2013	240	3
4994	18,06	2,6	21/05/2013	137	1
3507			21/05/2013		
3227			21/05/2013		
3517			21/05/2013		
3138	22,80	4,1	21/05/2013	198	2
4971	21,93	1,3	21/05/2013	207	1
7			21/05/2013		
8936	20,04	3,8	21/05/2013	240	3
17			21/05/2013		
8959	33,73	5,0	21/05/2013	253	2
3230			21/05/2013		
4965	20,98	3,4	21/05/2013	177	1
3166	26,11	3,4	21/05/2013	27	2
3140			21/05/2013	591	1
3504			21/05/2013		
1			21/05/2013		
3532			21/05/2013		
4990	30,96	4,5	21/05/2013	57	1
4997			21/05/2013		
3536			21/05/2013		
8933	23,63	3,7	21/05/2013	356	2
3500			21/05/2013		
3541			21/05/2013		
9			21/05/2013		
